Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Los Angeles,3/23/2024 10:48,30.89,59.67,3.59,12.61
Phoenix,4/18/2024 6:12,30.06,73.17,1.8,15.24
Philadelphia,1/5/2024 0:51,16.87,84.67,9.81,14.27
Houston,3/29/2024 21:18,5.2,33.1,8.17,2.11
San Antonio,3/26/2024 12:17,-8.65,84.73,3.08,6.66
Houston,4/7/2024 2:39,34.45,72.75,0,23.63
Phoenix,5/8/2024 9:49,3.05,56.55,8.4,8.95
Los Angeles,4/30/2024 5:41,36.43,54.76,4.4,10.59
Dallas,3/30/2024 18:12,15.48,74.59,3.31,25.29
Chicago,2/8/2024 5:34,16.62,64.37,5.21,24.24
Philadelphia,4/13/2024 10:21,-5.2,65.16,4.74,6.12
Dallas,3/30/2024 9:15,31.38,70.62,1.15,13.24
San Antonio,4/7/2024 23:46,-6.44,81,1.35,10.51
Philadelphia,2/24/2024 2:21,30.01,43.5,6.38,17.49
New York,2/4/2024 3:50,8.69,30.44,8.78,24.29
Philadelphia,4/13/2024 0:03,-7.22,83.89,6.43,0.86
Dallas,2/19/2024 20:20,33.31,30.27,1.99,5.65
San Diego,4/24/2024 22:53,9.2,76.03,7.23,20.44
San Antonio,4/17/2024 22:32,-2.49,55.2,2.32,25.82
Philadelphia,4/19/2024 4:40,27.04,34.07,9.15,21.17
Dallas,1/27/2024 3:19,0.59,33.14,3.7,1.21
Dallas,4/18/2024 18:31,39.93,86.32,1.68,7.05
San Diego,3/22/2024 0:09,22.15,74.77,9.59,2.54
San Diego,2/7/2024 7:34,24.63,80.99,1.49,15.76
Houston,3/31/2024 17:19,11.48,53.72,1.01,6.88
Los Angeles,2/26/2024 5:53,24.57,36.78,6.98,5.28
Los Angeles,3/27/2024 4:13,20.26,31.76,0.1,4.14
Dallas,4/23/2024 22:31,13.63,39.5,0.94,3.69
Chicago,2/3/2024 22:21,10.1,64.39,3.2,27.71
Los Angeles,1/3/2024 15:10,33.21,47.1,5.76,2.39
San Antonio,4/22/2024 12:37,14.49,83.84,2.7,19.46
Chicago,2/5/2024 18:44,16.25,60.92,1.58,27.64
San Jose,2/20/2024 0:42,-3.52,38.84,1.94,29.03
Phoenix,1/30/2024 0:34,31.54,85.33,4.61,4.23
Chicago,2/16/2024 15:25,-9,63.96,8.76,29.83
San Antonio,5/14/2024 10:13,-4.7,43.93,2.24,4.04
Phoenix,4/3/2024 3:26,34.16,35.33,8.91,28.69
Chicago,4/24/2024 11:12,15.94,44.19,9.09,0.03
San Jose,4/18/2024 6:12,39.93,74.7,3.97,22.44
Dallas,2/10/2024 14:41,27.42,47.89,0.34,14.18
New York,1/7/2024 22:30,35.02,48.01,8.62,10.37
Philadelphia,5/5/2024 0:11,2.77,54.92,5.85,14.91
San Diego,4/10/2024 14:06,24.34,39.23,6.71,17.99
Houston,2/17/2024 0:53,-7.86,86.49,8.99,28.42
New York,3/14/2024 1:50,29.1,30.21,9.12,2.79
San Diego,3/23/2024 18:54,-8.87,46.83,1.16,16.25
Chicago,5/7/2024 2:25,-6.8,78.42,2.3,1.81
Houston,2/18/2024 18:14,-7.88,40.09,3.63,20.87
San Diego,4/1/2024 22:51,34.55,66.13,5.32,24.02
San Jose,3/13/2024 1:48,37.29,44.62,9.01,17.03
Dallas,1/30/2024 19:09,-2.11,82.17,4.89,13.09
Houston,5/18/2024 2:06,17.35,80.44,8.29,2.87
New York,3/31/2024 13:32,-7.35,87.55,1.19,15.21
Phoenix,2/25/2024 12:45,18.81,81.85,6.91,4.68
Houston,4/21/2024 1:52,19.69,82.95,5.77,20
Houston,4/23/2024 9:11,24.52,82.55,2.85,25.51
San Diego,3/29/2024 17:43,12.26,69.55,4.1,9.92
Phoenix,1/4/2024 6:09,6.07,50.33,8.75,9.03
Chicago,3/21/2024 15:32,15.27,74.17,5.52,8
San Antonio,4/19/2024 19:04,-8.65,73.12,7.97,8.7
San Jose,4/19/2024 7:04,-1.47,70.94,8.59,9.85
San Antonio,1/11/2024 23:21,-2.96,37.06,6.39,4.94
Philadelphia,4/2/2024 18:18,5.42,85.84,3.47,17.89
Philadelphia,4/11/2024 0:31,24.95,31.26,3.58,23.92
San Jose,2/26/2024 0:18,1.21,71.88,1.18,2.46
Phoenix,3/1/2024 4:15,35,34.41,3.63,27.46
Los Angeles,1/19/2024 23:12,33.93,50.53,0.58,29.16
San Jose,1/16/2024 11:56,31.86,30.73,1.26,13.98
Dallas,5/14/2024 5:08,25.71,35.56,8.5,0.54
San Antonio,3/9/2024 5:48,2.3,66.34,0.24,29.01
San Diego,4/28/2024 16:06,-2.47,33.43,2.27,14.01
San Jose,1/27/2024 10:00,21.2,85.17,9.57,29.6
Dallas,1/20/2024 3:54,37.16,32.44,3.58,12.23
Chicago,1/7/2024 17:31,-9.78,44.11,6.37,16.07
Philadelphia,3/2/2024 3:44,-5.3,61.58,1.62,3.28
Chicago,3/15/2024 20:55,31.19,41.98,5.35,26.92
Los Angeles,4/29/2024 1:01,22.4,59.84,8.04,26.99
Los Angeles,1/18/2024 3:53,35.28,33.46,9.59,29.28
Dallas,2/20/2024 5:10,14.8,72.3,1.6,12.01
San Jose,1/4/2024 19:40,8.85,76.03,4.97,24.83
Philadelphia,3/6/2024 12:04,31.75,34.3,6.74,19.71
San Jose,2/15/2024 18:13,21.75,57.66,0.38,7.81
Los Angeles,1/5/2024 10:45,25.65,47.07,5.18,8
San Antonio,2/11/2024 14:26,39.07,70.04,8.91,23.74
San Jose,3/30/2024 5:28,3.99,80.93,0.5,17.21
Philadelphia,1/23/2024 19:59,31.96,84.25,3.87,0.11
Dallas,5/3/2024 10:37,29.57,61.77,8.05,27.54
New York,2/29/2024 13:53,30.95,37.84,9.86,12.21
San Diego,3/24/2024 17:41,15.41,82.07,3.72,18.32
San Antonio,4/8/2024 15:20,-0.91,30.79,4.04,7.59
Dallas,1/18/2024 12:32,4.75,59.88,4.07,14.86
Phoenix,1/20/2024 22:46,-5.62,33.48,8.55,15.55
San Jose,5/16/2024 16:27,14.34,77.46,6.83,19.82
Phoenix,4/24/2024 0:40,29.32,57.22,7.74,15.86
San Jose,1/22/2024 5:40,15.48,73.91,6.99,9.35
San Diego,3/30/2024 22:38,-0.44,77.24,2.63,27.24
Phoenix,1/26/2024 20:04,11.67,86.89,2.45,10.59
Dallas,1/22/2024 12:59,4.21,83.75,3.67,11.18
Philadelphia,1/3/2024 17:48,37.15,78.68,4.85,25.93
Dallas,3/9/2024 21:04,32.23,38.99,4.98,22
San Antonio,4/24/2024 12:27,33.7,41.91,8.11,29.78
Dallas,4/28/2024 4:24,37.8,85.81,1.23,8.12
San Jose,3/20/2024 2:42,32.35,81.33,6.52,17.23
San Jose,4/19/2024 4:45,13.85,47.03,6.33,4.33
Philadelphia,5/4/2024 23:51,-2.06,80.62,4.93,4.65
Los Angeles,2/1/2024 6:38,28.34,81.27,2.93,3.18
Los Angeles,4/8/2024 4:37,2.32,58.62,0.52,8.74
San Diego,3/20/2024 19:30,-2.55,64.38,9.95,14.8
San Antonio,2/4/2024 1:23,25.79,79.72,3.55,0.18
San Antonio,4/2/2024 23:42,25.69,60.41,2.9,20.78
Philadelphia,3/16/2024 20:20,6.54,38.34,3.26,29.84
Los Angeles,2/14/2024 5:38,26.66,31.59,3.31,21.61
Los Angeles,2/22/2024 7:12,14.6,63.21,2.56,11.09
Dallas,3/21/2024 11:11,32.01,71.74,8.67,25.29
New York,3/1/2024 2:58,-4.58,83.98,0.09,27.96
Los Angeles,4/25/2024 10:32,35.36,58.22,6.09,13.98
Phoenix,3/5/2024 22:30,38.44,46.83,1.02,14.59
Dallas,1/3/2024 2:51,-7.06,88.97,1.31,25.8
Philadelphia,5/7/2024 17:33,1.47,55.51,7.52,12.88
Philadelphia,4/14/2024 3:28,31.91,83.51,9.17,15.33
San Jose,5/14/2024 0:37,5.35,70.25,6.08,29.19
Dallas,3/26/2024 5:47,-2.8,36.08,1.88,11.89
Phoenix,2/4/2024 18:57,-5.81,39.51,12.49,0.72
San Diego,1/6/2024 9:31,24.19,71.9,9.82,13
Phoenix,2/12/2024 16:42,36.71,58.52,12.23,6.31
Philadelphia,3/18/2024 12:36,4.79,62.98,4.23,7.46
San Antonio,2/13/2024 9:33,-1.63,61.11,1.06,20.06
Chicago,3/11/2024 23:06,3.16,34.29,7.1,18.38
Phoenix,4/3/2024 6:24,24.62,85.25,5.53,0.86
Phoenix,4/2/2024 22:21,12.88,36.53,4.95,21.01
Phoenix,1/25/2024 9:01,37.13,86.8,4.17,29.22
Houston,1/8/2024 22:18,-4.71,80.12,8.87,7.39
San Antonio,3/3/2024 14:48,3.88,52.84,6.16,8.69
San Jose,3/24/2024 6:01,-2.2,83.49,5.64,14.95
Dallas,5/12/2024 22:02,5.75,39.02,0.59,18.79
San Antonio,4/29/2024 21:48,9.19,54.85,7.63,27.36
San Jose,4/23/2024 18:50,16.46,48.48,7.95,29.56
Dallas,3/17/2024 18:32,35.63,33.5,6.28,23.75
Philadelphia,5/1/2024 8:17,17.84,57.88,6.87,22.72
San Diego,2/13/2024 2:08,17.33,83.71,2.98,4.17
Los Angeles,2/4/2024 3:27,-7.39,47.43,6.1,0.32
New York,2/27/2024 2:11,12.78,35.08,1.55,26.5
Philadelphia,1/13/2024 6:20,36.62,56.62,7.37,16.87
San Diego,1/1/2024 6:55,11.42,43.27,7.87,2.41
San Antonio,2/26/2024 15:08,11.23,65.81,0.82,18.05
New York,3/1/2024 15:17,18.87,89.96,2.46,1.44
San Jose,2/13/2024 13:10,16.99,67.56,7.35,5.33
San Jose,3/15/2024 13:30,22.07,51.68,1.17,1.93
New York,2/20/2024 9:16,27.51,35.87,9.71,7.61
Chicago,4/12/2024 8:31,37.11,67.67,2.44,5.39
San Antonio,4/10/2024 21:56,36.84,68.29,0.44,20.12
San Antonio,4/27/2024 15:40,-6.85,36.44,6.93,4.61
Houston,3/9/2024 21:57,32.28,49.48,0.4,3.28
Dallas,2/18/2024 8:57,-2.24,81.38,4.98,4.57
Chicago,4/29/2024 9:50,14.71,77.71,1.26,16.61
San Diego,2/4/2024 17:25,26.21,77.9,0.62,10.25
San Jose,3/11/2024 5:23,30.59,82.23,1.58,23.81
Houston,3/28/2024 0:19,18.62,74.92,2.53,28.06
Dallas,5/18/2024 13:02,20.81,50.83,3.63,6.69
San Diego,2/3/2024 0:16,5.58,77.28,6.39,10.62
San Antonio,3/25/2024 2:45,-7.78,39.74,7.65,29.15
Chicago,5/4/2024 20:50,37.54,54.92,6.77,23.43
Houston,1/21/2024 5:10,28.96,89.64,1.76,3.08
Dallas,1/13/2024 2:22,6.18,38.34,1.61,27.48
Los Angeles,1/19/2024 4:13,35.43,34.54,4.84,9.12
Philadelphia,4/12/2024 14:03,-2.1,44.48,4.68,18.13
San Diego,1/18/2024 14:37,4.79,53.69,8.01,10.98
Phoenix,3/19/2024 10:00,7.04,56.45,7.31,11.09
Chicago,5/15/2024 9:04,4.58,46.88,3.15,26.55
Dallas,2/7/2024 13:46,37.27,59.66,1.88,11.11
Phoenix,3/12/2024 14:16,-9.95,47.73,6.37,21.1
San Antonio,3/8/2024 19:11,22.25,46.77,0.97,7.71
Philadelphia,5/11/2024 15:07,14.09,67.61,8.88,18.67
Phoenix,1/13/2024 10:06,6.95,61.9,14.47,4.06
New York,5/1/2024 6:52,39.26,58.16,8.19,21.57
Los Angeles,1/5/2024 21:13,25.33,66.34,4.08,23.89
New York,2/18/2024 21:59,-7.39,87.43,0.35,4.06
San Antonio,2/12/2024 20:39,14.38,52.76,3.66,1.61
San Jose,1/1/2024 10:37,34.67,51.27,4.02,10.14
San Diego,4/26/2024 0:37,-3.8,49.4,2.68,25.52
Houston,2/1/2024 17:56,14.09,55.68,8.82,21.74
San Antonio,1/5/2024 12:12,18.35,78.2,4.03,6.69
San Antonio,1/1/2024 6:27,-3.73,88.86,5.23,22.89
Houston,2/26/2024 3:26,3.67,30.28,5.07,23.18
Houston,3/20/2024 2:44,11.98,52.89,7.15,8.11
Chicago,1/13/2024 14:01,34.02,68.78,0.62,17.15
Philadelphia,1/21/2024 19:24,5.98,41.1,1.78,2.04
Phoenix,4/7/2024 5:31,8.84,79.19,1.22,16.72
San Diego,2/25/2024 6:22,-1.22,74.2,5.09,8.58
Chicago,4/17/2024 20:28,24.57,68.54,6.09,8.52
Los Angeles,4/27/2024 12:02,8.22,46.29,4.39,6.05
Houston,2/29/2024 12:25,15.13,59.97,3.53,4.62
Los Angeles,4/8/2024 18:11,33.2,51.78,8.44,14.69
Philadelphia,4/15/2024 6:41,33.77,82.19,9.77,16.9
San Antonio,1/29/2024 18:30,5.7,67.23,2.81,15.12
Dallas,1/3/2024 13:25,28.01,81.56,4.14,28.28
New York,5/12/2024 6:04,24.1,33.53,0.37,28.62
New York,2/8/2024 23:05,-2.32,33.43,9.77,17.53
Houston,1/8/2024 1:21,19.91,48.84,4.05,8.04
San Antonio,3/1/2024 1:18,27.05,37.36,1.1,18.35
Los Angeles,3/9/2024 19:29,-6.96,44.37,1.06,28.87
Dallas,4/16/2024 12:19,8.95,36.56,0.18,8.73
Phoenix,5/3/2024 15:09,-2.88,31.63,6.15,27.75
Dallas,3/8/2024 16:31,33.06,77.32,4.09,25.12
Los Angeles,3/3/2024 18:24,23.27,59.58,8.36,24.76
Chicago,3/25/2024 19:54,4.83,46.72,2.14,2.82
Los Angeles,2/9/2024 21:23,19.05,63.62,9.78,27.52
Phoenix,1/1/2024 7:34,1.71,82.25,8.29,5.41
San Diego,2/16/2024 23:54,10.71,89.11,8.55,29.71
Philadelphia,2/10/2024 19:17,37.41,83.93,7.88,29.44
Phoenix,2/9/2024 22:24,20.05,60.85,3.42,0.05
Phoenix,2/8/2024 13:22,5.82,78.99,2.22,0.33
San Jose,3/24/2024 2:21,-6.17,62.19,8.15,13.01
Houston,5/13/2024 4:34,34.68,62.02,5.63,18.46
Dallas,2/22/2024 12:49,-4.65,72.08,9.94,5.86
Los Angeles,4/14/2024 10:29,8.2,64.2,6.78,24.47
Dallas,1/21/2024 2:25,5.48,52.48,8.94,4.16
San Jose,1/30/2024 6:15,35.81,58.72,6.66,6.98
Los Angeles,1/28/2024 13:51,25.6,75.92,2.77,0.72
Los Angeles,2/2/2024 7:51,3.85,69.07,3.36,14.01
Dallas,3/17/2024 0:16,11.99,78.58,0.48,2.78
Chicago,3/9/2024 6:12,4.29,60.76,1.1,11.17
Dallas,5/18/2024 16:43,-7.83,79.9,7.37,29.69
San Diego,4/12/2024 2:44,35.16,69.84,5.82,19.04
San Antonio,2/22/2024 22:22,3.59,39.32,5.03,23.34
San Diego,3/4/2024 2:08,21.69,72.23,8.07,16.63
Phoenix,1/26/2024 1:40,-7.5,47.96,5.43,13.46
Philadelphia,4/17/2024 22:17,14.65,56.91,8.68,29.04
San Antonio,2/2/2024 2:27,0.38,34.54,3.22,25.92
Chicago,1/12/2024 8:53,-8.35,88.89,0.84,19.02
San Diego,5/5/2024 9:50,-6.53,38.16,6.19,18.3
Phoenix,4/14/2024 13:29,-6.55,81.98,9.73,10.67
San Jose,1/22/2024 4:04,30.16,54.34,2.33,16.64
San Antonio,1/12/2024 10:46,20.45,74.52,4.74,10.76
San Jose,1/8/2024 12:55,-9.73,76.81,4.84,1.36
Philadelphia,4/24/2024 10:29,16.12,35.85,2.38,10.61
San Diego,1/7/2024 15:38,25.7,42.03,8.1,25.57
Phoenix,3/1/2024 5:27,27.2,46.21,7.21,8.63
San Diego,3/29/2024 9:46,32.26,36.72,2.52,11.32
Dallas,1/7/2024 19:12,8.19,43.51,6.47,16.56
New York,4/17/2024 2:05,29.9,89.38,0.21,5.81
Los Angeles,3/15/2024 15:04,23.75,58.33,3.43,17.84
San Diego,4/18/2024 19:16,3.61,60.95,4.42,19.48
New York,1/26/2024 21:50,21.07,82.01,2.39,12.79
Chicago,2/2/2024 1:37,23.93,66.71,2.33,21.46
Dallas,4/30/2024 18:20,14.34,31.01,6.67,9.05
Chicago,1/26/2024 0:27,-5.56,89.54,4.88,23.57
Dallas,3/13/2024 5:26,17,62.88,0.49,1.36
Los Angeles,3/31/2024 6:31,27.09,55.49,0.27,8.98
New York,3/7/2024 1:49,29.62,38.69,1.4,27.21
Los Angeles,5/8/2024 5:34,18.04,74.06,5.9,21.83
San Diego,3/11/2024 13:20,8.04,57.07,0.32,14.63
San Diego,3/9/2024 6:38,28.62,62.2,5.56,15.3
Chicago,4/25/2024 7:56,13.21,48.55,7.48,24.24
Dallas,3/12/2024 14:41,9.81,68.35,7.94,15.44
New York,2/21/2024 17:44,24.09,89.85,0.96,19.1
San Diego,1/26/2024 9:36,3.18,71.4,7.64,4.79
Houston,5/4/2024 16:00,1.99,85,5.26,22.57
San Antonio,1/23/2024 0:44,39.75,40.72,9.92,29.84
San Antonio,1/18/2024 2:23,33.26,35.49,2.65,0.84
Chicago,4/5/2024 20:34,34.94,54.09,8.11,4.59
Los Angeles,5/15/2024 7:27,12.15,79.96,5.83,19.15
Phoenix,1/23/2024 4:29,23.96,31.77,6.91,21.25
Chicago,4/11/2024 9:06,23.67,35.89,5.96,8.62
Los Angeles,2/9/2024 8:36,15.07,74.44,4.6,8.46
Philadelphia,2/10/2024 6:15,10.83,43.62,4.54,8.82
San Antonio,1/26/2024 1:51,14.05,61.99,9.71,22.49
San Antonio,4/22/2024 0:46,6.67,40.1,3.5,5.55
Houston,5/10/2024 3:29,29.21,75.83,6.92,8.35
San Antonio,5/8/2024 19:23,-0.27,33.08,2.71,28.29
Philadelphia,4/5/2024 12:18,9.52,60.53,4.47,2.31
San Jose,3/7/2024 20:41,-7.73,61.15,5.19,10.19
San Diego,2/9/2024 14:24,35.33,51.21,7.2,17.7
San Antonio,3/21/2024 17:39,2.12,68.97,1.42,5.12
San Diego,1/30/2024 23:35,1.9,60.95,8.2,5.42
Philadelphia,2/17/2024 14:45,33.2,78.47,6.57,28.13
San Antonio,5/16/2024 13:14,3.07,74.63,3.3,25.8
Chicago,2/3/2024 21:32,-1.43,37.89,6.31,22.78
Chicago,1/5/2024 9:13,29.19,74.85,1.06,21.3
Philadelphia,4/5/2024 6:27,16.25,84.77,4.08,25.83
Philadelphia,4/4/2024 18:14,25.94,77,0.88,16.87
New York,4/20/2024 7:53,30.21,81.33,2.82,7.41
Dallas,3/28/2024 18:33,-0.8,79.45,4.28,13.71
San Antonio,2/19/2024 17:53,22.02,89.08,4.67,15.44
New York,4/5/2024 19:59,-0.45,72.56,1.75,6.49
Phoenix,2/18/2024 1:35,22.89,80.61,11.95,4.38
Chicago,3/10/2024 7:44,23.45,76.19,1.61,12.93
Phoenix,3/14/2024 5:02,8.75,76.81,0.7,19.79
San Antonio,4/8/2024 1:57,16.38,30.83,6.7,2.85
Chicago,2/17/2024 10:31,18.89,37.67,5.04,19.86
Dallas,4/1/2024 18:36,8.5,75.7,0.01,29.63
Chicago,4/19/2024 14:47,12.96,78.28,0.89,28.39
Los Angeles,4/8/2024 5:16,17,78.18,8.69,7.73
New York,3/30/2024 17:25,29.55,48.24,1.37,1.05
Phoenix,3/27/2024 21:33,-2.27,81.93,9.68,1.14
Phoenix,5/4/2024 8:03,-3.44,79.28,9.83,28.3
San Antonio,4/4/2024 6:29,29.21,39.97,0.16,22.07
Chicago,1/17/2024 4:32,-5.08,37.14,0.87,9.53
San Diego,3/14/2024 11:49,15.46,55.9,5.13,16.41
Houston,2/1/2024 8:54,-9.85,49.55,8.92,8.94
San Antonio,4/20/2024 23:52,2.41,64.81,8.57,18.54
Philadelphia,3/25/2024 12:45,15.42,77.92,4.58,0.15
Los Angeles,4/17/2024 18:00,12.74,73.75,7.77,22.27
San Jose,1/20/2024 12:40,1.99,77.41,2.44,27.14
Phoenix,3/8/2024 1:29,2.34,56.49,7.74,17.3
San Jose,2/3/2024 23:34,26.45,60.88,1.3,7.15
San Diego,5/3/2024 8:38,26.51,67.55,7.52,28.75
Philadelphia,1/3/2024 16:51,2.6,77.41,2.71,0.53
Houston,4/30/2024 15:17,-2.86,63.25,1.04,22.92
San Diego,2/3/2024 12:15,35.34,41.74,9.67,11.62
San Jose,2/25/2024 5:00,15.61,83.6,4.94,5.84
San Diego,3/28/2024 19:19,28.15,33.3,7.4,11.93
Houston,4/22/2024 23:31,10.22,76.7,0.83,23.67
Philadelphia,2/20/2024 16:39,-3.33,83.72,2.43,17.03
Philadelphia,5/5/2024 17:53,-8.62,79.23,7.43,28.45
Phoenix,2/10/2024 19:10,0.22,52.76,1.99,10.86
Los Angeles,1/30/2024 7:54,34.52,39.83,0.23,13.59
Los Angeles,1/13/2024 0:56,-1.44,61.15,3.95,29.21
Phoenix,1/15/2024 6:38,26.57,88.73,10.66,19.6
San Diego,4/12/2024 3:54,23.89,65.19,1.89,12.17
Dallas,4/12/2024 19:21,-2.4,31.95,8.29,29.07
San Diego,4/14/2024 15:14,9.26,45.4,1.79,9.91
San Jose,3/4/2024 4:13,38.39,35.68,1.43,26.82
Los Angeles,5/8/2024 7:41,29.33,73.43,3.1,24.75
San Diego,4/5/2024 10:27,34.58,39.61,2.82,20.45
San Diego,4/1/2024 4:17,26.65,81.82,7.03,6.49
San Antonio,3/23/2024 22:50,-5.94,70.85,0.75,21.46
Houston,2/28/2024 6:19,10.59,79.96,5.16,8.34
Los Angeles,2/23/2024 7:33,8.47,67.54,8.3,13.31
Chicago,4/9/2024 11:01,0.79,89.96,2.06,20.99
Chicago,4/22/2024 20:29,8.04,45.79,3.88,29.92
Dallas,1/2/2024 18:29,32.49,36.69,6.5,28.07
San Jose,1/10/2024 15:44,19.03,35.27,1.97,6.49
Los Angeles,1/25/2024 3:50,6.2,56.96,7.13,10.23
Dallas,1/2/2024 18:20,0.49,41.15,7.18,11.28
Houston,4/18/2024 18:43,29.91,73.87,5.37,15.33
San Diego,2/9/2024 13:45,18.92,79.32,7.26,28.13
New York,1/6/2024 15:42,5.08,55.24,7.67,16.42
New York,3/16/2024 0:50,2.99,81.95,7.59,4.21
Philadelphia,3/30/2024 10:28,-8.42,55.48,3.03,13.9
New York,1/11/2024 2:54,37.97,80.84,9.42,5.21
San Antonio,2/22/2024 8:44,11.51,44.76,7.56,24.15
Dallas,3/24/2024 13:29,0.14,81.62,1.5,8.97
Dallas,2/23/2024 2:42,18.55,88.65,1.99,25.01
San Diego,2/4/2024 4:28,6.52,63.11,0.04,10.88
Houston,4/21/2024 21:12,35.83,72.79,4.66,3.13
San Jose,4/1/2024 16:51,4.12,54.97,0.65,3.89
Philadelphia,3/28/2024 17:14,12.54,42.1,5.14,29.66
San Diego,5/13/2024 9:39,38.18,56.7,8.03,23.56
Chicago,1/3/2024 10:52,10.26,77.62,1.56,5.68
Chicago,1/16/2024 17:01,36.86,40.24,2.75,22.31
Chicago,3/7/2024 7:02,18.13,32.8,9.26,4.11
San Antonio,2/28/2024 23:32,10.79,45.33,7.68,19.14
Chicago,4/2/2024 4:57,-3.56,62.41,5.94,23.08
San Jose,1/28/2024 3:26,32.37,62.81,4.13,28.65
Los Angeles,3/12/2024 20:22,32.53,43.27,1.76,27.09
Dallas,4/2/2024 0:47,36.66,71.83,5.4,28.13
San Jose,1/31/2024 18:17,33.64,41.12,0.61,20.72
Houston,3/8/2024 23:22,23.81,61.5,9.05,4.27
New York,5/9/2024 17:44,29.5,78.37,5.66,10.98
New York,1/2/2024 9:12,31.18,48.11,2.27,3.95
San Antonio,1/5/2024 21:24,19.62,52.57,8.21,11.01
Dallas,4/1/2024 14:42,-3.39,34.59,3.44,25.8
San Diego,1/8/2024 12:55,37.39,41.71,7.07,22.74
San Jose,3/5/2024 12:52,14.42,88.28,2.87,3.75
New York,4/23/2024 7:28,37.25,39.33,1.81,7.25
San Jose,2/8/2024 14:08,14.52,30.36,2.48,27.35
Chicago,5/14/2024 9:44,6.68,40.56,0.32,4.79
New York,3/21/2024 16:28,16.75,44.64,5.27,21
Los Angeles,3/23/2024 22:45,10.09,36.84,1.02,6.58
Chicago,3/5/2024 4:55,-4.83,77.68,9.82,2.98
San Jose,3/20/2024 7:32,-6.62,82.73,5.3,13.17
Dallas,1/8/2024 2:33,-3.43,67.65,5.11,27.32
San Diego,1/30/2024 1:26,6.94,47.64,2.44,0.06
San Diego,1/31/2024 3:04,21.9,68.17,1.3,7.15
Phoenix,4/4/2024 17:06,19.22,72.28,7.77,2.42
Houston,1/15/2024 10:50,21.86,36.8,1.25,24.7
Chicago,4/11/2024 6:01,9.39,84.1,6.72,2.27
Philadelphia,4/14/2024 2:38,36.94,31.16,5.6,15.48
New York,3/17/2024 7:57,31.4,38.67,8.68,11.17
Phoenix,2/27/2024 19:17,31.08,85.15,8.2,27.32
Chicago,1/21/2024 21:48,32.1,72.13,6.62,7.98
Philadelphia,2/28/2024 12:39,15.77,44.47,1.2,24.41
Dallas,4/12/2024 6:58,-6.49,42.02,2.94,5.64
Los Angeles,5/8/2024 10:23,0.36,83.88,8.05,8.2
Phoenix,5/18/2024 9:18,7.32,65.3,2.16,11.07
Philadelphia,2/19/2024 18:38,12.49,30.84,7.04,18.56
San Jose,4/9/2024 18:23,29.56,69.92,2.15,15.76
Houston,2/2/2024 18:30,0.92,52.18,8.03,4.78
Chicago,1/22/2024 8:16,3.66,50.81,8.39,12.04
Houston,4/19/2024 1:17,12.27,38.01,6.01,17.92
Dallas,2/19/2024 17:10,13.14,66.68,8.89,15.65
San Jose,2/10/2024 3:30,11.32,59.43,3,26.14
New York,1/29/2024 19:06,3.39,51.68,9.02,29.87
Dallas,3/9/2024 22:43,6.1,54.03,8.48,15.48
Philadelphia,3/27/2024 13:54,17.39,46.17,3.96,16.06
Chicago,2/25/2024 4:06,30.32,56.29,6.94,13.99
San Antonio,4/6/2024 23:36,-8.37,79.16,0.83,7.78
Phoenix,3/3/2024 15:32,33.72,48.42,9.45,13.77
San Diego,4/22/2024 19:03,39.58,46.9,5.96,21.66
New York,4/5/2024 21:24,28.94,52.15,2.53,5.47
San Diego,4/11/2024 10:07,34.59,53.1,5.08,16.09
Dallas,4/23/2024 7:57,34.67,54.24,5.91,21.09
Los Angeles,5/10/2024 5:41,-0.85,31.64,5.71,18.18
Dallas,1/19/2024 12:49,16.87,84.48,8.42,13.23
Chicago,3/8/2024 15:01,-2.13,89.73,2.66,26.89
Los Angeles,2/4/2024 3:57,1.98,63.08,4.6,15.93
San Jose,3/6/2024 21:56,12.37,53.14,2,8.54
Philadelphia,2/14/2024 14:33,29.55,74.62,5.55,11.39
San Jose,3/22/2024 10:21,-6.43,50.3,9.89,1.96
Houston,1/25/2024 14:58,-7.81,82.92,3.99,6.54
Phoenix,2/17/2024 19:46,-10.43,53.68,6.83,29.1
Dallas,2/23/2024 12:39,-1.13,77.21,6.69,2.47
Philadelphia,2/3/2024 5:01,37.27,59.85,0.78,11.14
New York,1/24/2024 9:35,7.99,35.65,9.18,0.24
Philadelphia,2/27/2024 13:21,36.42,70.5,0.36,29.44
Philadelphia,2/9/2024 3:30,35.51,32.09,5.05,18.96
San Antonio,5/7/2024 1:18,23.29,56.42,7.24,11.37
Los Angeles,3/20/2024 6:36,19.25,74.8,2.59,9.83
San Antonio,3/9/2024 7:00,-2.4,77.04,5.23,14.56
New York,5/11/2024 5:43,23.78,81.58,8.46,28.13
San Jose,2/16/2024 12:29,-8.6,81.33,3.68,15.15
Philadelphia,3/1/2024 15:21,22.75,40.61,8.4,17.62
Chicago,5/12/2024 6:04,28.68,48.67,8.07,2.43
San Diego,1/20/2024 20:30,33.81,88.84,3.79,21.68
Philadelphia,5/17/2024 22:10,-4.04,74.58,0.81,10.68
Houston,4/28/2024 16:50,-0.1,86.15,2.18,23.87
Chicago,2/2/2024 2:47,31.92,87.4,6.46,19.09
New York,5/6/2024 5:58,35.48,49.36,4.61,28.27
